,Unnamed: 0,age,workclass,education,marital-status,occupation,relationship,race,sex,hours-per-week,native-country,salary
20456,20456,36, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,65, United-States,>50K
6095,6095,31, Private, HS-grad, Divorced, Other-service, Unmarried, White, Male,40, United-States,<=50K
15868,15868,26, Federal-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,40, United-States,<=50K
22979,22979,30, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,<=50K
28968,28968,29, Private, 7th-8th, Divorced, Craft-repair, Unmarried, White, Female,55, United-States,<=50K
12936,12936,69, ?, HS-grad, Widowed, ?, Not-in-family, White, Female,20, United-States,<=50K
17879,17879,31, State-gov, 12th, Married-civ-spouse, Tech-support, Wife, White, Female,40, United-States,>50K
7141,7141,29, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, White, Female,40, United-States,<=50K
12639,12639,35, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female,45, United-States,<=50K
10833,10833,21, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,40, United-States,<=50K
31528,31528,54, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,50, United-States,<=50K
20191,20191,33, ?, HS-grad, Married-civ-spouse, ?, Wife, White, Female,38, United-States,<=50K
28881,28881,45, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States,>50K
18396,18396,49, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,98, United-States,<=50K
30378,30378,22, Local-gov, Bachelors, Never-married, Prof-specialty, Own-child, Black, Female,18, United-States,<=50K
15607,15607,21, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,40, United-States,<=50K
9575,9575,24, Private, 10th, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,40, United-States,<=50K
12124,12124,24, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,40, United-States,<=50K
9982,9982,33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Own-child, White, Male,55, United-States,<=50K
385,385,23, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,25, United-States,<=50K
18462,18462,42, Private, 10th, Married-civ-spouse, Craft-repair, Own-child, Other, Male,43, United-States,>50K
5859,5859,20, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,40, United-States,<=50K
22780,22780,26, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,>50K
88,88,30, Private, 9th, Never-married, Sales, Not-in-family, White, Male,40, United-States,<=50K
10392,10392,39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,<=50K
26196,26196,28, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,40, United-States,<=50K
790,790,48, Private, Assoc-voc, Married-civ-spouse, Tech-support, Husband, White, Male,50, United-States,>50K
17141,17141,22, Private, HS-grad, Never-married, Priv-house-serv, Own-child, White, Female,36, United-States,<=50K
10227,10227,34, State-gov, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,20, Italy,<=50K
19709,19709,58, Self-emp-not-inc, 10th, Married-civ-spouse, Craft-repair, Wife, White, Female,35, ?,>50K
25653,25653,45, Private, Assoc-voc, Never-married, Sales, Not-in-family, White, Female,38, United-States,<=50K
10952,10952,46, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,41, United-States,<=50K
30508,30508,38, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Female,32, United-States,<=50K
3651,3651,34, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,60, United-States,>50K
9899,9899,65, Private, Some-college, Widowed, Other-service, Unmarried, White, Female,24, United-States,<=50K
4804,4804,48, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,70, United-States,<=50K
31742,31742,44, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,45, United-States,>50K
2298,2298,41, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,60, United-States,<=50K
31764,31764,61, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States,>50K
27646,27646,44, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,60, United-States,>50K
14099,14099,74, Self-emp-not-inc, HS-grad, Widowed, Other-service, Not-in-family, White, Male,20, United-States,<=50K
8886,8886,41, Private, 1st-4th, Married-civ-spouse, Farming-fishing, Husband, White, Male,40, Mexico,<=50K
27220,27220,35, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,50, United-States,>50K
2285,2285,23, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,45, United-States,<=50K
24076,24076,35, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,55, United-States,<=50K
25008,25008,46, Private, Assoc-voc, Divorced, Machine-op-inspct, Unmarried, White, Male,40, United-States,<=50K
8384,8384,22, Private, Some-college, Never-married, Sales, Own-child, White, Female,30, United-States,<=50K
8124,8124,36, Private, Prof-school, Never-married, Prof-specialty, Not-in-family, Other, Male,40, India,>50K
24741,24741,25, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,50, United-States,>50K
8317,8317,17, Private, HS-grad, Never-married, Sales, Own-child, White, Female,20, United-States,<=50K
4173,4173,24, Private, Bachelors, Never-married, Farming-fishing, Own-child, White, Female,40, United-States,<=50K
26365,26365,47, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,40, United-States,>50K
22419,22419,32, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,55, United-States,<=50K
25091,25091,50, Local-gov, Masters, Divorced, Exec-managerial, Not-in-family, White, Female,70, United-States,<=50K
9153,9153,28, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,20, United-States,<=50K
25173,25173,59, Private, Some-college, Divorced, Other-service, Unmarried, White, Female,32, United-States,<=50K
30254,30254,60, Federal-gov, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,40, United-States,>50K
24291,24291,68, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,40, United-States,<=50K
19913,19913,35, Private, Assoc-acdm, Divorced, Adm-clerical, Unmarried, White, Female,40, United-States,<=50K
17859,17859,28, Private, 12th, Never-married, Transport-moving, Not-in-family, White, Male,50, United-States,<=50K
21946,21946,30, ?, HS-grad, Married-civ-spouse, ?, Husband, Black, Male,40, United-States,<=50K
27965,27965,51, Private, Assoc-voc, Married-civ-spouse, Other-service, Husband, White, Male,55, United-States,<=50K
8987,8987,43, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,40, United-States,<=50K
173,173,27, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,50, United-States,<=50K
25438,25438,54, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,44, United-States,>50K
18026,18026,33, Private, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male,33, Mexico,<=50K
32538,32538,38, Private, Bachelors, Divorced, Prof-specialty, Unmarried, Black, Female,45, United-States,>50K
29714,29714,26, Private, Assoc-acdm, Never-married, Other-service, Own-child, Black, Female,15, United-States,<=50K
14557,14557,22, Private, Some-college, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,20, Philippines,<=50K
11261,11261,78, ?, 7th-8th, Married-civ-spouse, ?, Husband, White, Male,40, Portugal,<=50K
29955,29955,35, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States,>50K
2383,2383,63, Private, 7th-8th, Married-spouse-absent, Other-service, Unmarried, Amer-Indian-Eskimo, Female,40, United-States,<=50K
20676,20676,46, Federal-gov, Some-college, Never-married, Adm-clerical, Unmarried, Black, Female,40, United-States,<=50K
5466,5466,22, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,40, United-States,<=50K
19781,19781,51, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,40, United-States,<=50K
15128,15128,42, Private, 5th-6th, Separated, Adm-clerical, Other-relative, White, Male,40, El-Salvador,<=50K
9370,9370,36, Private, 12th, Divorced, Handlers-cleaners, Not-in-family, White, Male,40, United-States,<=50K
28398,28398,25, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Male,40, United-States,<=50K
4484,4484,59, Private, HS-grad, Widowed, Adm-clerical, Unmarried, White, Female,60, United-States,<=50K
22519,22519,40, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female,40, United-States,>50K
16847,16847,32, Private, 11th, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,60, United-States,>50K
18010,18010,46, ?, HS-grad, Married-spouse-absent, ?, Not-in-family, Asian-Pac-Islander, Male,40, Philippines,<=50K
8172,8172,22, Private, Bachelors, Never-married, Farming-fishing, Own-child, White, Male,40, United-States,<=50K
11147,11147,31, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female,40, ?,>50K
6060,6060,40, Private, Assoc-acdm, Divorced, Adm-clerical, Unmarried, Black, Female,32, United-States,<=50K
5392,5392,63, Private, Bachelors, Widowed, Adm-clerical, Not-in-family, White, Female,25, United-States,<=50K
30108,30108,18, Private, Some-college, Never-married, Sales, Own-child, White, Male,15, United-States,<=50K
28155,28155,27, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,50, United-States,>50K
2658,2658,49, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,50, United-States,<=50K
22077,22077,47, Private, Assoc-voc, Divorced, Sales, Unmarried, Black, Female,25, United-States,<=50K
13717,13717,30, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,52, United-States,<=50K
19626,19626,36, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,50, ?,<=50K
30019,30019,19, Private, HS-grad, Never-married, Sales, Own-child, White, Female,30, United-States,<=50K
29619,29619,44, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,45, United-States,>50K
10342,10342,61, ?, Bachelors, Married-civ-spouse, ?, Husband, White, Male,15, United-States,>50K
30975,30975,40, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,45, Hong,>50K
29175,29175,22, Private, Some-college, Never-married, Tech-support, Own-child, White, Male,40, United-States,<=50K
23964,23964,38, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, United-States,<=50K
7010,7010,37, Private, HS-grad, Separated, Exec-managerial, Own-child, White, Male,40, United-States,<=50K
15994,15994,50, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,<=50K
26576,26576,42, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,45, United-States,>50K
30729,30729,31, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,40, United-States,<=50K
13486,13486,41, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,45, United-States,<=50K
31925,31925,40, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,50, United-States,<=50K
10070,10070,28, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,40, United-States,<=50K
5682,5682,55, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,80, United-States,>50K
14647,14647,20, Private, Assoc-voc, Never-married, Machine-op-inspct, Unmarried, White, Female,40, United-States,<=50K
917,917,67, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,40, United-States,>50K
10164,10164,27, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Female,40, United-States,<=50K
2159,2159,47, Self-emp-not-inc, 5th-6th, Married-civ-spouse, Sales, Husband, White, Male,55, Italy,>50K
31252,31252,49, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, United-States,>50K
6063,6063,26, State-gov, Bachelors, Never-married, Prof-specialty, Own-child, White, Male,40, United-States,<=50K
16241,16241,28, Private, Assoc-voc, Divorced, Exec-managerial, Not-in-family, White, Male,50, United-States,>50K
7475,7475,38, Private, HS-grad, Never-married, Other-service, Unmarried, White, Male,40, ?,<=50K
7420,7420,42, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,40, United-States,>50K
31317,31317,23, Private, Some-college, Never-married, Tech-support, Not-in-family, White, Female,40, United-States,<=50K
25258,25258,24, Private, Bachelors, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,55, United-States,<=50K
893,893,37, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,50, United-States,>50K
23315,23315,22, ?, Some-college, Never-married, ?, Own-child, White, Female,40, Italy,<=50K
7678,7678,31, Local-gov, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,97, United-States,>50K
3599,3599,40, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,48, United-States,>50K
30547,30547,18, Private, 11th, Never-married, Other-service, Own-child, White, Female,15, United-States,<=50K
30132,30132,25, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,40, United-States,<=50K
16920,16920,34, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,45, United-States,>50K
11774,11774,31, State-gov, 12th, Married-civ-spouse, Other-service, Wife, White, Female,40, United-States,<=50K
19541,19541,37, Private, Assoc-voc, Divorced, Machine-op-inspct, Not-in-family, Black, Male,48, United-States,<=50K
13069,13069,23, ?, Assoc-acdm, Married-civ-spouse, ?, Husband, White, Male,40, El-Salvador,<=50K
28188,28188,38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,<=50K
26536,26536,38, Private, HS-grad, Separated, Other-service, Unmarried, Black, Female,32, United-States,<=50K
8510,8510,44, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,60, United-States,>50K
18195,18195,36, Private, Some-college, Divorced, Exec-managerial, Unmarried, White, Female,40, United-States,<=50K
9867,9867,37, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,44, United-States,>50K
2509,2509,31, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,50, United-States,>50K
850,850,61, Private, Masters, Widowed, Prof-specialty, Not-in-family, White, Female,40, United-States,>50K
30122,30122,25, Private, 11th, Never-married, Machine-op-inspct, Own-child, Black, Female,40, United-States,<=50K
28677,28677,37, Private, Some-college, Divorced, Tech-support, Unmarried, White, Female,40, United-States,<=50K
23216,23216,61, Private, 12th, Widowed, Machine-op-inspct, Unmarried, White, Female,40, Italy,<=50K
6919,6919,27, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,48, United-States,<=50K
6199,6199,32, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,50, United-States,>50K
